customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST14770,Male,0,Yes,No,19,No,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,73.05,5142.06,No
CUST14771,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,62.25,3287.12,Yes
CUST14772,Female,0,No,No,35,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,31.49,6002.74,No
CUST14773,Male,0,Yes,No,34,No,Yes,DSL,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,104.8,4736.43,No
CUST14774,Male,0,Yes,Yes,42,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),95.16,5781.15,No
CUST14775,Male,0,No,No,31,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,106.31,4382.37,No
CUST14776,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),105.51,8499.84,No
CUST14777,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,20.92,2489.38,No
CUST14778,Female,0,Yes,No,7,No,Yes,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),78.25,3796.88,No
CUST14779,Female,0,No,No,22,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),118.58,5378.56,Yes
CUST14780,Female,0,No,Yes,7,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),22.83,6346.98,No
CUST14781,Female,1,Yes,No,19,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.24,5730.06,No
CUST14782,Male,0,Yes,No,66,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,30.47,3567.99,Yes
CUST14783,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),85.43,1462.69,No
CUST14784,Male,0,No,Yes,8,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),19.56,1093.37,No
CUST14785,Female,0,No,Yes,43,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,41.85,5074.53,Yes
CUST14786,Male,0,Yes,No,52,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.4,8680.72,Yes
CUST14787,Female,0,No,Yes,42,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.0,4868.37,No
CUST14788,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Electronic check,98.38,1453.38,No
CUST14789,Female,1,No,Yes,2,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),80.5,1199.37,No
CUST14790,Male,0,Yes,Yes,17,No,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,112.0,2368.94,No
CUST14791,Female,0,No,No,39,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,33.43,7993.55,No
CUST14792,Female,0,No,No,48,No,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Electronic check,67.73,1888.66,No
CUST14793,Male,1,No,Yes,13,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,57.43,5798.22,No
CUST14794,Male,1,Yes,Yes,0,No,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),96.43,5742.83,No
CUST14795,Female,0,No,Yes,48,Yes,No,No,No internet service,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),67.82,5282.43,Yes
CUST14796,Female,0,No,No,63,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),39.19,6393.54,No
CUST14797,Male,0,Yes,No,63,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.76,6480.4,No
CUST14798,Female,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),30.84,6519.81,No
CUST14799,Female,0,No,No,7,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),69.4,4090.97,No
CUST14800,Male,0,No,No,14,No,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),116.57,938.88,No
CUST14801,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,36.11,6465.27,No
CUST14802,Male,0,No,Yes,10,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),35.87,2599.53,Yes
CUST14803,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),53.16,5656.43,Yes
CUST14804,Male,0,Yes,Yes,15,No,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.71,3655.01,Yes
CUST14805,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,50.64,6383.15,Yes
CUST14806,Male,0,Yes,No,43,No,No phone service,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,91.66,5051.72,No
CUST14807,Female,1,Yes,No,45,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,No,Mailed check,70.99,8504.36,No
CUST14808,Female,1,No,Yes,54,Yes,No,No,No,Yes,No,No,No internet service,No,Two year,No,Mailed check,22.81,1210.9,No
CUST14809,Male,0,No,Yes,57,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.09,7137.19,No
CUST14810,Female,0,Yes,No,48,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Electronic check,53.78,6174.61,No
CUST14811,Female,0,No,No,11,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,101.42,753.89,No
CUST14812,Female,0,No,No,45,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),33.25,5809.81,Yes
CUST14813,Male,0,Yes,No,18,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),114.02,5880.55,No
CUST14814,Female,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,75.52,2964.81,Yes
CUST14815,Female,0,No,Yes,20,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,47.94,6164.26,No
CUST14816,Female,0,Yes,No,27,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),81.82,6288.62,No
CUST14817,Female,0,Yes,Yes,13,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),20.09,1760.28,No
CUST14818,Male,0,No,Yes,52,No,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.81,3464.6,No
CUST14819,Female,0,No,Yes,53,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,65.96,6855.82,No
CUST14820,Female,1,No,Yes,32,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),65.82,208.64,No
CUST14821,Male,1,No,Yes,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.12,6496.53,Yes
CUST14822,Male,0,No,Yes,37,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No,Two year,No,Mailed check,56.0,8623.6,No
CUST14823,Female,0,No,No,39,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,71.31,6735.8,No
CUST14824,Female,0,Yes,No,71,No,No,No,No,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),31.51,1189.91,No
CUST14825,Male,0,No,Yes,12,Yes,No phone service,No,Yes,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,59.25,8588.92,Yes
CUST14826,Male,0,No,Yes,44,No,No phone service,No,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),74.37,3870.55,No
CUST14827,Male,0,No,No,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,79.85,7676.93,No
CUST14828,Male,0,Yes,No,27,No,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),22.73,4974.48,No
CUST14829,Female,0,Yes,No,24,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),18.75,3682.28,No
CUST14830,Male,0,Yes,No,21,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),74.18,3178.37,No
CUST14831,Male,0,No,Yes,18,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),99.49,2061.26,No
CUST14832,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),28.23,3642.63,Yes
CUST14833,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,40.75,910.85,No
CUST14834,Female,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,100.82,7890.27,Yes
CUST14835,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.12,2267.96,No
CUST14836,Female,0,No,Yes,4,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,40.95,5782.79,Yes
CUST14837,Male,0,No,No,33,No,No,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,27.18,2936.05,No
CUST14838,Male,0,No,No,32,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,59.16,5494.92,Yes
CUST14839,Male,1,Yes,Yes,49,No,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,41.28,2632.73,No
CUST14840,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),60.91,2190.19,No
CUST14841,Female,0,No,Yes,51,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,One year,Yes,Mailed check,35.56,1892.92,No
CUST14842,Male,0,No,Yes,66,No,Yes,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),80.79,7885.8,Yes
CUST14843,Female,0,No,Yes,5,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,30.94,7788.41,No
CUST14844,Male,0,No,No,36,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),26.3,881.1,No
CUST14845,Male,0,Yes,No,13,No,No,No,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),81.56,4747.92,No
CUST14846,Female,0,No,Yes,68,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),83.93,4430.41,No
CUST14847,Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,40.5,4351.8,No
CUST14848,Male,0,Yes,Yes,63,Yes,No phone service,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.61,4473.8,Yes
CUST14849,Female,0,No,No,45,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Credit card (automatic),112.74,84.29,No
CUST14850,Male,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,75.62,3924.29,No
CUST14851,Female,0,Yes,Yes,28,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.14,5147.71,No
CUST14852,Female,0,No,No,33,No,Yes,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,69.72,4483.57,Yes
CUST14853,Female,0,Yes,No,30,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,62.3,7283.82,No
CUST14854,Female,0,No,No,40,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,107.66,5436.72,No
CUST14855,Female,0,No,No,68,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,26.43,2097.25,No
CUST14856,Male,0,No,Yes,13,No,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),117.43,4275.72,Yes
CUST14857,Female,0,No,Yes,30,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),96.75,98.93,No
CUST14858,Male,0,No,No,63,No,No phone service,DSL,No,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.98,6014.21,Yes
CUST14859,Female,1,No,Yes,71,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),112.14,8577.7,No
CUST14860,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,20.98,5320.73,Yes
CUST14861,Male,0,No,Yes,30,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),22.92,6732.69,No
CUST14862,Male,0,No,Yes,13,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,65.75,2421.5,No
CUST14863,Female,0,No,Yes,3,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),96.59,7377.23,Yes
CUST14864,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,57.77,6612.52,No
CUST14865,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),42.81,8563.88,Yes
CUST14866,Female,0,Yes,No,2,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,64.68,8345.65,No
CUST14867,Female,1,No,No,23,No,No,No,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,85.29,4663.68,No
CUST14868,Female,0,Yes,No,12,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),79.1,4869.04,No
CUST14869,Male,0,Yes,No,14,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,67.55,8298.58,Yes
CUST14870,Female,0,Yes,No,53,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.71,5915.72,No
CUST14871,Male,0,Yes,Yes,10,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),78.42,4912.67,No
CUST14872,Female,1,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),112.67,2373.54,Yes
CUST14873,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,36.28,1541.34,No
CUST14874,Male,0,Yes,No,10,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),93.09,6389.2,No
CUST14875,Male,0,No,Yes,32,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,No,Mailed check,104.43,8398.81,Yes
CUST14876,Female,0,Yes,Yes,68,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),55.52,378.01,No
CUST14877,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),57.52,4190.1,No
CUST14878,Male,0,No,No,31,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.41,2289.28,Yes
CUST14879,Male,1,No,Yes,67,No,No phone service,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),56.43,3822.31,No
CUST14880,Male,0,Yes,Yes,6,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.42,5876.34,No
CUST14881,Female,0,No,No,55,No,No,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,62.65,2871.07,No
CUST14882,Male,0,No,No,15,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,97.69,6470.96,No
CUST14883,Male,0,Yes,No,25,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),81.52,2108.25,Yes
CUST14884,Female,0,Yes,Yes,1,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),25.21,4392.09,No
CUST14885,Male,1,Yes,Yes,59,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),42.98,2402.25,No
CUST14886,Female,1,Yes,No,59,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,91.08,6773.86,No
CUST14887,Male,0,Yes,Yes,61,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),50.99,8577.41,No
CUST14888,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.31,6231.86,No
CUST14889,Male,0,No,No,55,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),45.38,3997.49,No
CUST14890,Male,0,Yes,No,35,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Mailed check,67.67,6978.7,No
CUST14891,Female,0,No,No,20,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,27.94,3184.61,No
CUST14892,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,46.56,1917.74,No
CUST14893,Female,0,Yes,Yes,1,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,2817.19,No
CUST14894,Female,0,Yes,Yes,10,No,Yes,No,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),92.49,5508.66,No
CUST14895,Female,0,Yes,Yes,68,No,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),31.08,4743.66,No
CUST14896,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Credit card (automatic),98.8,6963.41,No
CUST14897,Female,0,Yes,No,61,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,98.34,8490.64,No
CUST14898,Male,0,No,No,26,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),22.53,6925.3,No
CUST14899,Male,1,Yes,Yes,22,No,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),45.72,6625.54,Yes
CUST14900,Male,1,No,Yes,28,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,64.05,8577.55,No
CUST14901,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),116.02,3224.85,No
CUST14902,Male,0,No,Yes,69,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),85.79,747.29,No
CUST14903,Male,0,Yes,Yes,6,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,113.45,7993.02,No
CUST14904,Male,0,Yes,No,63,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),99.3,3612.19,Yes
CUST14905,Female,0,Yes,Yes,37,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,27.11,46.88,Yes
CUST14906,Female,0,No,No,52,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),23.82,855.44,No
CUST14907,Male,0,No,No,57,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,36.54,6179.91,Yes
CUST14908,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.97,6373.47,Yes
CUST14909,Male,0,Yes,No,61,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),67.35,5401.1,Yes
CUST14910,Male,1,No,Yes,49,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),38.41,718.76,No
CUST14911,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),57.0,4348.17,No
CUST14912,Male,0,No,Yes,27,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.88,336.18,No
CUST14913,Male,0,Yes,Yes,17,No,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),28.19,895.18,No
CUST14914,Female,0,Yes,No,31,No,No,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),74.99,8245.15,No
CUST14915,Male,1,Yes,Yes,27,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Mailed check,67.16,6350.19,No
CUST14916,Male,0,No,Yes,49,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,101.67,2094.28,No
CUST14917,Male,0,Yes,No,53,No,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),47.43,8253.61,No
CUST14918,Male,0,Yes,Yes,39,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,42.86,3379.75,No
CUST14919,Male,0,Yes,No,72,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,No,Electronic check,46.98,1939.17,No
CUST14920,Female,0,No,No,14,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.08,4622.13,Yes
CUST14921,Female,0,Yes,No,65,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),98.09,5494.25,No
CUST14922,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.79,4607.59,No
CUST14923,Male,0,No,No,58,No,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,93.36,7362.33,No
CUST14924,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.78,3433.74,Yes
CUST14925,Male,0,No,Yes,67,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),36.55,1400.57,No
CUST14926,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,87.98,933.58,No
CUST14927,Male,0,No,No,45,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.94,932.19,No
CUST14928,Male,0,No,Yes,4,No,Yes,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),23.52,2024.57,No
CUST14929,Female,0,No,No,33,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),115.1,7586.77,No
CUST14930,Female,0,No,No,43,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),22.07,3461.84,No
CUST14931,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,111.22,1697.58,Yes
CUST14932,Female,1,No,Yes,34,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),115.24,966.83,No
CUST14933,Female,0,Yes,No,24,No,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),60.64,7023.33,No
CUST14934,Female,0,No,Yes,35,No,No phone service,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),48.71,3008.52,No
CUST14935,Male,0,No,Yes,1,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),81.78,8394.66,No
CUST14936,Male,0,No,Yes,39,No,No phone service,No,No,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),52.17,948.9,No
CUST14937,Female,0,Yes,No,60,No,No,DSL,Yes,No,No internet service,No,Yes,No,Two year,No,Electronic check,63.41,1268.29,Yes
CUST14938,Male,0,Yes,Yes,43,No,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),84.65,1724.72,Yes
CUST14939,Male,1,No,Yes,34,No,Yes,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.2,337.14,No
CUST14940,Female,0,No,No,26,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),74.86,4311.54,No
CUST14941,Male,0,No,No,42,Yes,No,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,100.81,5683.17,No
CUST14942,Male,1,No,Yes,21,No,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,24.55,663.33,No
CUST14943,Male,1,Yes,Yes,11,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,60.34,1196.85,Yes
